sale_id,sale_date,store_id,product_id,quantity,unit_price,unit_cost,revenue,cogs,gross_profit,loadshed_stage,loadshed_hours,was_loadshedding,loadshed_severity,sale_year,sale_month,sale_month_name,sale_day_of_week,is_weekend
TXN005684,2023-05-22,S001,P007,2,84.99,55.0,169.98,110.0,59.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005685,2023-05-22,S001,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005686,2023-05-22,S004,P003,1,99.99,65.0,99.99,65.0,34.99,4,8,True,Medium,2023,5,May,Monday,0
TXN005687,2023-05-22,S002,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005688,2023-05-22,S002,P002,4,32.99,22.0,131.96,88.0,43.96,4,8,True,Medium,2023,5,May,Monday,0
TXN005689,2023-05-22,S004,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005690,2023-05-22,S003,P003,5,99.99,65.0,499.95,325.0,174.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005691,2023-05-22,S005,P009,5,29.99,18.0,149.95,90.0,59.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005692,2023-05-22,S003,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Monday,0
TXN005693,2023-05-22,S005,P003,5,99.99,65.0,499.95,325.0,174.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005694,2023-05-22,S002,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Monday,0
TXN005695,2023-05-22,S002,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005696,2023-05-22,S003,P008,3,69.99,45.0,209.97,135.0,74.97,4,8,True,Medium,2023,5,May,Monday,0
TXN005697,2023-05-22,S005,P005,2,62.99,42.0,125.98,84.0,41.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005698,2023-05-22,S002,P001,4,22.99,14.99,91.96,59.96,32.0,4,8,True,Medium,2023,5,May,Monday,0
TXN005699,2023-05-22,S004,P005,5,62.99,42.0,314.95,210.0,104.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005700,2023-05-22,S001,P008,5,69.99,45.0,349.95,225.0,124.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005701,2023-05-22,S002,P002,1,32.99,22.0,32.99,22.0,10.99,4,8,True,Medium,2023,5,May,Monday,0
TXN005702,2023-05-22,S005,P004,1,54.99,38.0,54.99,38.0,16.99,4,8,True,Medium,2023,5,May,Monday,0
TXN005703,2023-05-22,S004,P009,4,29.99,18.0,119.96,72.0,47.96,4,8,True,Medium,2023,5,May,Monday,0
TXN005704,2023-05-22,S002,P010,1,32.99,20.0,32.99,20.0,12.99,4,8,True,Medium,2023,5,May,Monday,0
TXN005705,2023-05-22,S002,P009,5,29.99,18.0,149.95,90.0,59.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005706,2023-05-22,S002,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005707,2023-05-22,S005,P001,5,22.99,14.99,114.95,74.95,40.0,4,8,True,Medium,2023,5,May,Monday,0
TXN005708,2023-05-22,S001,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Monday,0
TXN005709,2023-05-22,S005,P009,1,29.99,18.0,29.99,18.0,11.99,4,8,True,Medium,2023,5,May,Monday,0
TXN005710,2023-05-22,S005,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Monday,0
TXN005711,2023-05-23,S003,P005,3,62.99,42.0,188.97,126.0,62.97,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005712,2023-05-23,S002,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005713,2023-05-23,S004,P001,4,22.99,14.99,91.96,59.96,32.0,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005714,2023-05-23,S002,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005715,2023-05-23,S005,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005716,2023-05-23,S004,P010,1,32.99,20.0,32.99,20.0,12.99,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005717,2023-05-23,S005,P007,1,84.99,55.0,84.99,55.0,29.99,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005718,2023-05-23,S004,P006,2,44.99,28.0,89.98,56.0,33.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005719,2023-05-23,S003,P005,1,62.99,42.0,62.99,42.0,20.99,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005720,2023-05-23,S001,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005721,2023-05-23,S001,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005722,2023-05-23,S002,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005723,2023-05-23,S001,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005724,2023-05-23,S001,P008,4,69.99,45.0,279.96,180.0,99.96,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005725,2023-05-23,S003,P009,1,29.99,18.0,29.99,18.0,11.99,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005726,2023-05-23,S001,P010,2,32.99,20.0,65.98,40.0,25.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005727,2023-05-23,S003,P006,4,44.99,28.0,179.96,112.0,67.96,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005728,2023-05-23,S005,P002,3,32.99,22.0,98.97,66.0,32.97,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005729,2023-05-23,S003,P005,2,62.99,42.0,125.98,84.0,41.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005730,2023-05-23,S005,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005731,2023-05-23,S005,P010,5,32.99,20.0,164.95,100.0,64.95,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005732,2023-05-23,S003,P008,4,69.99,45.0,279.96,180.0,99.96,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005733,2023-05-23,S001,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005734,2023-05-23,S003,P003,5,99.99,65.0,499.95,325.0,174.95,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005735,2023-05-23,S001,P010,3,32.99,20.0,98.97,60.0,38.97,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005736,2023-05-23,S004,P007,1,84.99,55.0,84.99,55.0,29.99,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005737,2023-05-23,S004,P009,4,29.99,18.0,119.96,72.0,47.96,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005738,2023-05-23,S001,P001,5,22.99,14.99,114.95,74.95,40.0,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005739,2023-05-23,S001,P001,3,22.99,14.99,68.97,44.97,24.0,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005740,2023-05-23,S004,P004,3,54.99,38.0,164.97,114.0,50.97,4,8,True,Medium,2023,5,May,Tuesday,0
TXN005741,2023-05-24,S001,P006,3,44.99,28.0,134.97,84.0,50.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005742,2023-05-24,S003,P009,5,29.99,18.0,149.95,90.0,59.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005743,2023-05-24,S004,P003,4,99.99,65.0,399.96,260.0,139.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005744,2023-05-24,S001,P010,2,32.99,20.0,65.98,40.0,25.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005745,2023-05-24,S002,P007,3,84.99,55.0,254.97,165.0,89.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005746,2023-05-24,S002,P009,3,29.99,18.0,89.97,54.0,35.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005747,2023-05-24,S001,P006,3,44.99,28.0,134.97,84.0,50.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005748,2023-05-24,S002,P005,5,62.99,42.0,314.95,210.0,104.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005749,2023-05-24,S001,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005750,2023-05-24,S004,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005751,2023-05-24,S002,P007,2,84.99,55.0,169.98,110.0,59.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005752,2023-05-24,S005,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005753,2023-05-24,S004,P009,5,29.99,18.0,149.95,90.0,59.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005754,2023-05-24,S001,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005755,2023-05-24,S002,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005756,2023-05-24,S001,P002,3,32.99,22.0,98.97,66.0,32.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005757,2023-05-24,S001,P001,4,22.99,14.99,91.96,59.96,32.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005758,2023-05-24,S005,P005,1,62.99,42.0,62.99,42.0,20.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005759,2023-05-24,S005,P009,1,29.99,18.0,29.99,18.0,11.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005760,2023-05-24,S003,P005,2,62.99,42.0,125.98,84.0,41.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005761,2023-05-24,S004,P009,4,29.99,18.0,119.96,72.0,47.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005762,2023-05-24,S005,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005763,2023-05-24,S002,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005764,2023-05-24,S004,P002,3,32.99,22.0,98.97,66.0,32.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005765,2023-05-24,S002,P004,1,54.99,38.0,54.99,38.0,16.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005766,2023-05-24,S004,P003,5,99.99,65.0,499.95,325.0,174.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005767,2023-05-24,S002,P005,5,62.99,42.0,314.95,210.0,104.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005768,2023-05-24,S003,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005769,2023-05-24,S002,P005,1,62.99,42.0,62.99,42.0,20.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005770,2023-05-24,S004,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005771,2023-05-24,S005,P006,4,44.99,28.0,179.96,112.0,67.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005772,2023-05-24,S001,P004,3,54.99,38.0,164.97,114.0,50.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005773,2023-05-24,S001,P005,4,62.99,42.0,251.96,168.0,83.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005774,2023-05-24,S004,P001,3,22.99,14.99,68.97,44.97,24.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005775,2023-05-24,S002,P007,3,84.99,55.0,254.97,165.0,89.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005776,2023-05-24,S003,P006,1,44.99,28.0,44.99,28.0,16.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005777,2023-05-24,S004,P003,2,99.99,65.0,199.98,130.0,69.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005778,2023-05-24,S003,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005779,2023-05-24,S003,P003,2,99.99,65.0,199.98,130.0,69.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005780,2023-05-24,S001,P001,4,22.99,14.99,91.96,59.96,32.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005781,2023-05-24,S003,P007,4,84.99,55.0,339.96,220.0,119.96,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005782,2023-05-24,S003,P005,5,62.99,42.0,314.95,210.0,104.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005783,2023-05-24,S005,P010,5,32.99,20.0,164.95,100.0,64.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005784,2023-05-24,S002,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005785,2023-05-24,S002,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005786,2023-05-24,S005,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005787,2023-05-24,S003,P005,2,62.99,42.0,125.98,84.0,41.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005788,2023-05-24,S005,P008,1,69.99,45.0,69.99,45.0,24.99,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005789,2023-05-24,S001,P006,3,44.99,28.0,134.97,84.0,50.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005790,2023-05-24,S003,P001,2,22.99,14.99,45.98,29.98,16.0,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005791,2023-05-24,S002,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005792,2023-05-24,S002,P006,5,44.99,28.0,224.95,140.0,84.95,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005793,2023-05-24,S005,P005,3,62.99,42.0,188.97,126.0,62.97,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005794,2023-05-24,S004,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Wednesday,0
TXN005795,2023-05-25,S001,P002,1,32.99,22.0,32.99,22.0,10.99,5,10,True,High,2023,5,May,Thursday,0
TXN005796,2023-05-25,S004,P010,5,32.99,20.0,164.95,100.0,64.95,5,10,True,High,2023,5,May,Thursday,0
TXN005797,2023-05-25,S001,P008,5,69.99,45.0,349.95,225.0,124.95,5,10,True,High,2023,5,May,Thursday,0
TXN005798,2023-05-25,S005,P001,2,22.99,14.99,45.98,29.98,16.0,5,10,True,High,2023,5,May,Thursday,0
TXN005799,2023-05-25,S005,P004,1,54.99,38.0,54.99,38.0,16.99,5,10,True,High,2023,5,May,Thursday,0
TXN005800,2023-05-25,S004,P004,2,54.99,38.0,109.98,76.0,33.98,5,10,True,High,2023,5,May,Thursday,0
TXN005801,2023-05-25,S004,P003,3,99.99,65.0,299.97,195.0,104.97,5,10,True,High,2023,5,May,Thursday,0
TXN005802,2023-05-25,S001,P004,4,54.99,38.0,219.96,152.0,67.96,5,10,True,High,2023,5,May,Thursday,0
TXN005803,2023-05-25,S001,P001,1,22.99,14.99,22.99,14.99,8.0,5,10,True,High,2023,5,May,Thursday,0
TXN005804,2023-05-25,S005,P010,4,32.99,20.0,131.96,80.0,51.96,5,10,True,High,2023,5,May,Thursday,0
TXN005805,2023-05-25,S004,P006,1,44.99,28.0,44.99,28.0,16.99,5,10,True,High,2023,5,May,Thursday,0
TXN005806,2023-05-25,S005,P008,4,69.99,45.0,279.96,180.0,99.96,5,10,True,High,2023,5,May,Thursday,0
TXN005807,2023-05-25,S005,P009,1,29.99,18.0,29.99,18.0,11.99,5,10,True,High,2023,5,May,Thursday,0
TXN005808,2023-05-25,S002,P001,2,22.99,14.99,45.98,29.98,16.0,5,10,True,High,2023,5,May,Thursday,0
TXN005809,2023-05-25,S001,P001,5,22.99,14.99,114.95,74.95,40.0,5,10,True,High,2023,5,May,Thursday,0
TXN005810,2023-05-25,S003,P002,4,32.99,22.0,131.96,88.0,43.96,5,10,True,High,2023,5,May,Thursday,0
TXN005811,2023-05-25,S005,P002,2,32.99,22.0,65.98,44.0,21.98,5,10,True,High,2023,5,May,Thursday,0
TXN005812,2023-05-25,S005,P010,1,32.99,20.0,32.99,20.0,12.99,5,10,True,High,2023,5,May,Thursday,0
TXN005813,2023-05-25,S004,P004,3,54.99,38.0,164.97,114.0,50.97,5,10,True,High,2023,5,May,Thursday,0
TXN005814,2023-05-25,S004,P008,3,69.99,45.0,209.97,135.0,74.97,5,10,True,High,2023,5,May,Thursday,0
TXN005815,2023-05-25,S005,P005,1,62.99,42.0,62.99,42.0,20.99,5,10,True,High,2023,5,May,Thursday,0
TXN005816,2023-05-25,S001,P007,5,84.99,55.0,424.95,275.0,149.95,5,10,True,High,2023,5,May,Thursday,0
TXN005817,2023-05-25,S004,P004,3,54.99,38.0,164.97,114.0,50.97,5,10,True,High,2023,5,May,Thursday,0
TXN005818,2023-05-25,S003,P010,2,32.99,20.0,65.98,40.0,25.98,5,10,True,High,2023,5,May,Thursday,0
TXN005819,2023-05-25,S001,P001,3,22.99,14.99,68.97,44.97,24.0,5,10,True,High,2023,5,May,Thursday,0
TXN005820,2023-05-25,S001,P010,1,32.99,20.0,32.99,20.0,12.99,5,10,True,High,2023,5,May,Thursday,0
TXN005821,2023-05-25,S005,P009,3,29.99,18.0,89.97,54.0,35.97,5,10,True,High,2023,5,May,Thursday,0
TXN005822,2023-05-25,S005,P002,3,32.99,22.0,98.97,66.0,32.97,5,10,True,High,2023,5,May,Thursday,0
TXN005823,2023-05-25,S002,P004,4,54.99,38.0,219.96,152.0,67.96,5,10,True,High,2023,5,May,Thursday,0
TXN005824,2023-05-26,S003,P008,1,69.99,45.0,69.99,45.0,24.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005825,2023-05-26,S002,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005826,2023-05-26,S002,P004,2,54.99,38.0,109.98,76.0,33.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005827,2023-05-26,S005,P004,5,54.99,38.0,274.95,190.0,84.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005828,2023-05-26,S002,P009,1,29.99,18.0,29.99,18.0,11.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005829,2023-05-26,S004,P004,3,54.99,38.0,164.97,114.0,50.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005830,2023-05-26,S003,P006,4,44.99,28.0,179.96,112.0,67.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005831,2023-05-26,S001,P002,3,32.99,22.0,98.97,66.0,32.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005832,2023-05-26,S003,P001,2,22.99,14.99,45.98,29.98,16.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005833,2023-05-26,S005,P009,4,29.99,18.0,119.96,72.0,47.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005834,2023-05-26,S003,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005835,2023-05-26,S002,P006,4,44.99,28.0,179.96,112.0,67.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005836,2023-05-26,S004,P007,4,84.99,55.0,339.96,220.0,119.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005837,2023-05-26,S005,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005838,2023-05-26,S002,P002,4,32.99,22.0,131.96,88.0,43.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005839,2023-05-26,S001,P001,2,22.99,14.99,45.98,29.98,16.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005840,2023-05-26,S005,P001,2,22.99,14.99,45.98,29.98,16.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005841,2023-05-26,S004,P006,4,44.99,28.0,179.96,112.0,67.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005842,2023-05-26,S001,P010,1,32.99,20.0,32.99,20.0,12.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005843,2023-05-26,S002,P007,4,84.99,55.0,339.96,220.0,119.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005844,2023-05-26,S003,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005845,2023-05-26,S002,P002,2,32.99,22.0,65.98,44.0,21.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005846,2023-05-26,S003,P005,3,62.99,42.0,188.97,126.0,62.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005847,2023-05-26,S004,P001,5,22.99,14.99,114.95,74.95,40.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005848,2023-05-26,S002,P009,4,29.99,18.0,119.96,72.0,47.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005849,2023-05-26,S001,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005850,2023-05-26,S004,P008,5,69.99,45.0,349.95,225.0,124.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005851,2023-05-26,S005,P003,2,99.99,65.0,199.98,130.0,69.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005852,2023-05-26,S003,P009,3,29.99,18.0,89.97,54.0,35.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005853,2023-05-26,S001,P001,2,22.99,14.99,45.98,29.98,16.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005854,2023-05-26,S005,P005,1,62.99,42.0,62.99,42.0,20.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005855,2023-05-26,S004,P009,2,29.99,18.0,59.98,36.0,23.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005856,2023-05-26,S003,P006,2,44.99,28.0,89.98,56.0,33.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005857,2023-05-26,S005,P008,5,69.99,45.0,349.95,225.0,124.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005858,2023-05-26,S004,P003,1,99.99,65.0,99.99,65.0,34.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005859,2023-05-26,S002,P004,3,54.99,38.0,164.97,114.0,50.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005860,2023-05-26,S001,P010,1,32.99,20.0,32.99,20.0,12.99,4,8,True,Medium,2023,5,May,Friday,0
TXN005861,2023-05-26,S003,P002,4,32.99,22.0,131.96,88.0,43.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005862,2023-05-26,S005,P001,1,22.99,14.99,22.99,14.99,8.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005863,2023-05-26,S003,P009,5,29.99,18.0,149.95,90.0,59.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005864,2023-05-26,S001,P010,3,32.99,20.0,98.97,60.0,38.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005865,2023-05-26,S005,P005,2,62.99,42.0,125.98,84.0,41.98,4,8,True,Medium,2023,5,May,Friday,0
TXN005866,2023-05-26,S004,P001,3,22.99,14.99,68.97,44.97,24.0,4,8,True,Medium,2023,5,May,Friday,0
TXN005867,2023-05-26,S002,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005868,2023-05-26,S005,P010,5,32.99,20.0,164.95,100.0,64.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005869,2023-05-26,S005,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005870,2023-05-26,S003,P007,5,84.99,55.0,424.95,275.0,149.95,4,8,True,Medium,2023,5,May,Friday,0
TXN005871,2023-05-26,S005,P010,4,32.99,20.0,131.96,80.0,51.96,4,8,True,Medium,2023,5,May,Friday,0
TXN005872,2023-05-26,S005,P002,3,32.99,22.0,98.97,66.0,32.97,4,8,True,Medium,2023,5,May,Friday,0
TXN005873,2023-05-27,S003,P009,5,29.99,18.0,149.95,90.0,59.95,5,10,True,High,2023,5,May,Saturday,1
TXN005874,2023-05-27,S005,P007,2,84.99,55.0,169.98,110.0,59.98,5,10,True,High,2023,5,May,Saturday,1
TXN005875,2023-05-27,S003,P003,5,99.99,65.0,499.95,325.0,174.95,5,10,True,High,2023,5,May,Saturday,1
TXN005876,2023-05-27,S003,P002,1,32.99,22.0,32.99,22.0,10.99,5,10,True,High,2023,5,May,Saturday,1
TXN005877,2023-05-27,S003,P009,5,29.99,18.0,149.95,90.0,59.95,5,10,True,High,2023,5,May,Saturday,1
TXN005878,2023-05-27,S002,P010,2,32.99,20.0,65.98,40.0,25.98,5,10,True,High,2023,5,May,Saturday,1
TXN005879,2023-05-27,S001,P004,2,54.99,38.0,109.98,76.0,33.98,5,10,True,High,2023,5,May,Saturday,1
TXN005880,2023-05-27,S003,P004,2,54.99,38.0,109.98,76.0,33.98,5,10,True,High,2023,5,May,Saturday,1
TXN005881,2023-05-27,S004,P007,5,84.99,55.0,424.95,275.0,149.95,5,10,True,High,2023,5,May,Saturday,1
TXN005882,2023-05-27,S001,P009,4,29.99,18.0,119.96,72.0,47.96,5,10,True,High,2023,5,May,Saturday,1
TXN005883,2023-05-27,S001,P010,5,32.99,20.0,164.95,100.0,64.95,5,10,True,High,2023,5,May,Saturday,1
TXN005884,2023-05-27,S002,P008,4,69.99,45.0,279.96,180.0,99.96,5,10,True,High,2023,5,May,Saturday,1
TXN005885,2023-05-27,S004,P002,4,32.99,22.0,131.96,88.0,43.96,5,10,True,High,2023,5,May,Saturday,1
TXN005886,2023-05-27,S004,P001,2,22.99,14.99,45.98,29.98,16.0,5,10,True,High,2023,5,May,Saturday,1
TXN005887,2023-05-27,S003,P004,5,54.99,38.0,274.95,190.0,84.95,5,10,True,High,2023,5,May,Saturday,1
TXN005888,2023-05-27,S005,P004,5,54.99,38.0,274.95,190.0,84.95,5,10,True,High,2023,5,May,Saturday,1
TXN005889,2023-05-27,S003,P004,5,54.99,38.0,274.95,190.0,84.95,5,10,True,High,2023,5,May,Saturday,1
TXN005890,2023-05-27,S002,P006,5,44.99,28.0,224.95,140.0,84.95,5,10,True,High,2023,5,May,Saturday,1
TXN005891,2023-05-27,S005,P003,1,99.99,65.0,99.99,65.0,34.99,5,10,True,High,2023,5,May,Saturday,1
TXN005892,2023-05-27,S001,P005,3,62.99,42.0,188.97,126.0,62.97,5,10,True,High,2023,5,May,Saturday,1
TXN005893,2023-05-27,S001,P007,2,84.99,55.0,169.98,110.0,59.98,5,10,True,High,2023,5,May,Saturday,1
TXN005894,2023-05-27,S005,P010,4,32.99,20.0,131.96,80.0,51.96,5,10,True,High,2023,5,May,Saturday,1
TXN005895,2023-05-27,S001,P006,5,44.99,28.0,224.95,140.0,84.95,5,10,True,High,2023,5,May,Saturday,1
TXN005896,2023-05-27,S004,P003,5,99.99,65.0,499.95,325.0,174.95,5,10,True,High,2023,5,May,Saturday,1
TXN005897,2023-05-27,S005,P006,2,44.99,28.0,89.98,56.0,33.98,5,10,True,High,2023,5,May,Saturday,1
TXN005898,2023-05-27,S003,P007,1,84.99,55.0,84.99,55.0,29.99,5,10,True,High,2023,5,May,Saturday,1
